"","source","target","Annotation","Direction","Score"
"552","AMPH","EGF","activate; complex; input","->",1
"553","AMPH","EGFR","activate; complex; input","->",1
"554","AMPH","EHD1","predicted","-",0.5
"555","AMPH","EPGN","complex; input","-",1
"556","AMPH","EPN1","complex; input","-",1
"557","AMPH","EPN2","complex; input","-",1
"558","AMPH","EPS15","complex; input","-",1
"559","AMPH","EPS15L1","complex; input","-",1
"560","AMPH","EREG","complex; input","-",1
"561","AMPH","FCHO1","input","-",1
"562","AMPH","FCHO2","input","-",1
"563","AMPH","FNBP1","complex; input","-",1
"564","AMPH","FNBP1L","complex; input","-",1
"565","AMPH","FZD4","complex; input","-",1
"566","AMPH","GAK","complex; input","-",1
"567","AMPH","GAPVD1","complex; input","-",1
"568","AMPH","GRB2","complex; input","-",1
"569","AMPH","HBEGF","complex; input","-",1
"570","AMPH","HGS","complex; input","-",1
"571","AMPH","HIP1","complex; input","-",1
"572","AMPH","HIP1R","complex; input","-",1
"573","AMPH","HSPA8","complex; input","-",1
"574","AMPH","IGF2R","complex; input","-",1
"575","AMPH","IL7R","complex; input","-",1
"576","AMPH","ITSN1","complex; input","-",1
"577","AMPH","KIAA0319","complex; input","-",1
"578","AMPH","LDLR","complex; input","-",1
"579","AMPH","LDLRAP1","complex; input","-",1
"580","AMPH","LRP2","complex; input","-",1
"581","AMPH","M6PR","complex; input","-",1
"582","AMPH","NECAP1","complex; input","-",1
"583","AMPH","OCRL","complex; input","-",1
"584","AMPH","PACSIN2","complex; input","-",1
"585","AMPH","PICALM","complex; input","-",1
"586","AMPH","PIK3C2A","input","-",1
"587","AMPH","PIK3CA","PPrel: activated, indirect effect","<-",1
"588","AMPH","PIK3CB","PPrel: activated, indirect effect","<-",1
"589","AMPH","PIK3CD","PPrel: activated, indirect effect","<-",1
"590","AMPH","PIK3R1","PPrel: activated, indirect effect","<-",1
"591","AMPH","PIK3R2","PPrel: activated, indirect effect","<-",1
"592","AMPH","PIK3R3","PPrel: activated, indirect effect","<-",1
"593","AMPH","RAB5A","complex; input","-",1
"594","AMPH","REPS1","complex; input","-",1
"595","AMPH","REPS2","complex; input","-",1
"596","AMPH","RPS27A","complex; input","-",1
"597","AMPH","SCARB2","complex; input","-",1
"598","AMPH","SGIP1","complex; input","-",1
"599","AMPH","SH3GL2","complex; input; reaction","-",1
"600","AMPH","SH3GLB1","predicted","-",0.99
"601","AMPH","SH3KBP1","complex; input; reaction","-",1
"602","AMPH","SLC18A3","complex; input","-",1
"603","AMPH","SLC2A8","complex; input","-",1
"604","AMPH","SNX9","complex; input","-",1
"605","AMPH","STAM","complex; input","-",1
"606","AMPH","STAM2","complex; input","-",1
"607","AMPH","STON2","complex; input","-",1
"608","AMPH","SYNJ1","complex; input; reaction","-",1
"609","AMPH","SYNJ2","complex; input","-",1
"610","AMPH","SYT1","complex; input","-",1
"611","AMPH","SYT2","complex; input","-",1
"612","AMPH","SYT9","complex; input","-",1
"613","AMPH","TF","complex; input","-",1
"614","AMPH","TFRC","complex; input","-",1
"615","AMPH","TGFA","complex; input","-",1
"616","AMPH","TGOLN2","complex; input","-",1
"617","AMPH","TRIP10","complex; input","-",1
"618","AMPH","UBA52","complex; input","-",1
"619","AMPH","UBB","complex; input","-",1
"620","AMPH","UBC","complex; input","-",1
"621","AMPH","VAMP2","complex; input","-",1
"622","AMPH","VAMP3","complex; input","-",1
"623","AMPH","VAMP4","complex; input","-",1
"624","AMPH","VAMP7","complex; input","-",1
"625","AMPH","VAMP8","complex; input","-",1
"626","AMPH","VTN","predicted","-",0.64
"627","AMPH","WASL","complex; input","-",1
"628","AMPH","WNT5A","complex; input","-",1
"629","ANAPC1","CDC20","PPrel: activated, indirect effect; catalyze; catalyzed by; complex; input; predicted","<->",1
"630","ANAPC1","PPP3R2","PPrel: activated by, dephosphorylation","<-",1
"631","ANAPC1","RELA","reaction","-",1
"632","ANAPC10","CDC20","PPrel: activated, indirect effect; catalyze; catalyzed by; complex; input","<->",1
"633","ANAPC10","PPP3R2","PPrel: activated by, dephosphorylation","<-",1
"634","ANAPC10","RELA","reaction","-",1
"635","ANAPC11","CDC20","PPrel: activated, indirect effect; catalyze; catalyzed by; complex; input","<->",1
"636","ANAPC11","PPP3R2","PPrel: activated by, dephosphorylation","<-",1
"637","ANAPC11","RELA","reaction","-",1
"638","ANAPC13","CDC20","PPrel: activated, indirect effect; complex","<-",1
"639","ANAPC13","PPP3R2","PPrel: activated by, dephosphorylation","<-",1
"640","ANAPC16","CDC20","catalyze; catalyzed by; complex; input","<->",1
"641","ANAPC16","RELA","reaction","-",1
"642","ANAPC2","CDC20","PPrel: activated, indirect effect; catalyze; catalyzed by; complex; input","<->",1
"643","ANAPC2","PPP3R2","PPrel: activated by, dephosphorylation","<-",1
"644","ANAPC2","RELA","reaction","-",1
"645","ANAPC4","CDC20","PPrel: activated, indirect effect; catalyze; catalyzed by; complex; input","<->",1
"646","ANAPC4","PPP3R2","PPrel: activated by, dephosphorylation","<-",1
"647","ANAPC4","RELA","reaction","-",1
"648","ANAPC5","CDC20","PPrel: activated, indirect effect; catalyze; catalyzed by; complex; input","<->",1
"649","ANAPC5","PPP3R2","PPrel: activated by, dephosphorylation","<-",1
"650","ANAPC5","RELA","reaction","-",1
"651","ANAPC7","CDC20","PPrel: activated, indirect effect; catalyze; catalyzed by; complex; input; predicted","<->",1
"652","ANAPC7","PPP3R2","PPrel: activated by, dephosphorylation","<-",1
"653","ANAPC7","RELA","reaction","-",1
"654","ANG","ANXA2","predicted","-",0.64
"655","ANG","CEBPB","expression regulated by","<-",1
"656","ANG","EP300","expression regulated by","<-",1
"657","ANG","PPARGC1A","expression regulated by","<-",1
"658","ANG","PTEN","predicted","-",0.64
"659","ANG","REST","expression regulated by","<-",1
"660","ANG","TAL1","expression regulated by","<-",1
"661","ANG","TP53","predicted","-",0.64
"662","ANG","USF1","expression regulated by","<-",1
"663","ANGPT1","ANGPT2","inhibited by","|-",1
"664","ANGPT1","RELA","activate","->",1
"665","ANGPT1","TNIP2","complex; input","-",1
"666","ANGPT2","ANXA7","predicted","-",0.64
"667","ANGPT2","ARNT","GErel: expression by","<-",1
"668","ANGPT2","CDKN1A","predicted","-",0.64
"669","ANGPT2","CREBBP","GErel: expression by","<-",1
"670","ANGPT2","CSF1R","PPrel: activation","->",1
"671","ANGPT2","CSNK2B","predicted","-",0.64
"672","ANGPT2","EGFR","PPrel: activation","->",1
"673","ANGPT2","EP300","GErel: expression by; expression regulated by","<-",1
"674","ANGPT2","EPHA2","PPrel: activation","->",1
"675","ANGPT2","ERBB2","PPrel: activation","->",1
"676","ANGPT2","ERBB3","PPrel: activation","->",1
"677","ANGPT2","ERBB4","PPrel: activation","->",1
"678","ANGPT2","ETS1","expression regulated by","<-",1
"679","ANGPT2","ETS2","expression regulated by","<-",1
"680","ANGPT2","FES","activate","->",1
"681","ANGPT2","FGFR1","PPrel: activation","->",1
"682","ANGPT2","FGFR2","PPrel: activation","->",1
"683","ANGPT2","FGFR3","PPrel: activation","->",1
"684","ANGPT2","FGFR4","PPrel: activation","->",1
"685","ANGPT2","FLT1","PPrel: activation","->",1
"686","ANGPT2","FLT3","PPrel: activation","->",1
"687","ANGPT2","FLT4","PPrel: activation","->",1
"688","ANGPT2","FOS","GErel: expression by","<-",1
"689","ANGPT2","FYN","activate","->",1
"690","ANGPT2","GATA2","expression regulated by","<-",1
"691","ANGPT2","HIF1A","GErel: expression by","<-",1
"692","ANGPT2","IGF1R","PPrel: activation","->",1
"693","ANGPT2","INSR","PPrel: activation","->",1
"694","ANGPT2","JUN","GErel: expression by","<-",1
"695","ANGPT2","KDR","PPrel: activation","->",1
"696","ANGPT2","KIT","PPrel: activation","->",1
"697","ANGPT2","MAPK14","activate","->",1
"698","ANGPT2","MET","PPrel: activation","->",1
"699","ANGPT2","NGFR","PPrel: activation","->",1
"700","ANGPT2","NTRK1","PPrel: activation","->",1
"701","ANGPT2","NTRK2","PPrel: activation","->",1
"702","ANGPT2","PDGFRA","PPrel: activation","->",1
"703","ANGPT2","PDGFRB","PPrel: activation","->",1
"704","ANGPT2","PIK3CA","activate","->",1
"705","ANGPT2","PIK3R1","activate","->",1
"706","ANGPT2","STAT5A","activate; reaction","->",1
"707","ANGPT2","STAT5B","activate","->",1
"708","ANGPT2","TEK","PPrel: activation; complex; inhibit; input","-",1
"709","ANKRD1","TTN","predicted","-",0.99
"710","ANKRD2","TTN","predicted","-",0.54
"711","ANKS4B","HNF4A","expression regulated by","<-",1
"712","ANKS4B","MYO7A","predicted","-",0.7
"713","ANKS4B","MYO7B","predicted","-",0.64
"714","ANKS4B","USH1C","predicted","-",0.99
"715","ANO5","CLCA1","activated by","<-",1
"716","ANO5","CLCA2","activated by","<-",1
"717","ANO5","CLCA3P","activated by","<-",1
"718","ANO5","CLCA4","activated by","<-",1
"719","ANP32C","APEX1","predicted","-",0.64
"720","ANP32C","HDAC1","predicted","-",0.7
"721","ANP32C","HDAC2","predicted","-",0.7
"722","ANP32C","TRIM24","predicted","-",0.65
"723","ANP32D","HDAC1","predicted","-",0.7
"724","ANP32D","HDAC2","predicted","-",0.7
"725","ANXA1","GNAI1","complex; input","-",1
"726","ANXA1","RELA","predicted","-",0.64
"727","ANXA2","HLF","expression regulated by","<-",1
"728","AP2A1","ROR2","activate","->",1
"729","AP2A2","ROR2","activate","->",1
"730","AP2B1","ROR2","activate","->",1
"731","AP2M1","CCL11","complex; reaction","-",1
"732","AP2M1","ROR2","activate","->",1
"733","AP2S1","ROR2","activate","->",1
"734","APAF1","BCL2L1","complex; reaction","-",1
"735","APBA1","KIF17","complex; input","-",1
"736","APBA1","LIN7A","complex; input","-",1
"737","APBA1","PPFIA2","activate","->",1
"738","APBB1IP","PFN4","PPrel: activation","->",1
"739","APCS","C1QA","predicted","-",0.64
"740","APCS","C4BPA","predicted","-",0.64
"741","APCS","CRP","predicted","-",0.98
"742","APCS","HSPG2","complex; input","-",1
"743","APCS","MBL2","predicted","-",0.64
"744","APCS","TP53","expression regulated by","<-",1
"745","APEX1","LGALS1","predicted","-",0.64
"746","APLN","GNAI1","complex; input","-",1
"747","APLNR","GNAI1","PPrel: binding/association; complex; input","-",1
"748","APOA1","HBA1","complex; input","-",1
"749","APOC3","RELA","expression regulated by","<-",1
"750","APOL1","HBA1","complex; input","-",1
"751","APP","ETV3","predicted","-",0.64
"752","APP","GNAI1","complex; input","-",1
"753","APP","LAMC1","predicted","-",0.64
"754","APP","MAPK11","activate","->",1
"755","APP","PCDHGC5","predicted","-",0.64
"756","APP","RELA","activate","->",1
"757","APP","RPS18","predicted","-",0.58
"758","APP","SERPIND1","predicted","-",0.64
"759","APP","TNIP2","predicted","-",0.64
"760","APP","UCHL5","predicted","-",0.64
"761","APPL1","DCC","complex; input","-",1
"762","APPL1","ID1","predicted","-",0.64
"763","AQR","CPSF1","complex; input","-",1
"764","AR","FOXH1","predicted","-",0.64
"765","AR","GNAI1","activate","->",1
"766","AR","MYC","expression regulates","->",1
"767","AR","PTK2B","activate; inhibited by","|->",1
"768","AR","REL","activate; inhibited by","|->",1
"769","AR","RELA","expression regulated by","<-",1
"770","AR","SVIL","reaction","-",1
"771","AREG","RELA","expression regulated by","<-",1
"772","ARF4","CNGA4","complex; input","-",1
"773","ARF4","LGALS1","predicted","-",0.64
"774","ARFGAP1","PTK2B","catalyzed by","<-",1
"775","ARHGAP10","PTK2B","catalyzed by","<-",1
"776","ARHGAP26","PTK2B","catalyzed by","<-",1
"777","ARHGDIA","MYC","expression regulated by","<-",1
"778","ARHGEF15","EFNA1","complex; input","-",1
"779","ARHGEF15","EPHA4","complex; input","-",1
"780","ARHGEF15","LIMCH1","predicted","-",0.5
"781","ARHGEF15","MAPRE2","predicted","-",0.96
"782","ARHGEF15","PIN1","predicted","-",0.64
"783","ARHGEF15","RHOA","activate","->",1
"784","ARHGEF2","MYC","predicted","-",0.64
"785","ARHGEF6","LAMC1","complex; input","-",1
"786","ARHGEF6","LAMC2","complex; input","-",1
"787","ARHGEF7","LAMC1","complex; input","-",1
"788","ARHGEF7","LAMC2","complex; input","-",1
"789","ARID1A","DPF1","complex","-",1
"790","ARID1A","RELA","complex; input","-",1
"791","ARID1B","DPF1","complex","-",1
"792","ARID2","DPF1","complex","-",1
"793","ARID3A","FOXH1","predicted","-",0.64
"794","ARID5A","FOXH1","predicted","-",0.64
"795","ARNT","HLF","predicted","-",0.64
"796","ARNT","NOS2","GErel: expression","->",1
"797","ARNT","TGS1","inhibit","-|",1
"798","ARNT2","TGS1","inhibite","-|",1
"799","ARNTL","HLF","predicted","-",0.54
"800","ARNTL","TGS1","reaction","-",1
"801","ARR3","FZD10","activated by; inhibit","<-|",1
"802","ARR3","FZD3","activated by; inhibit","<-|",1
"803","ARR3","WNT3","activated by; inhibit","<-|",1
"804","ARRB1","FZD10","activated by; inhibit","<-|",1
"805","ARRB1","FZD3","activated by; inhibit","<-|",1
"806","ARRB1","OR13C4","PPrel: inhibition, phosphorylation","-|",1
"807","ARRB1","OR13D1","PPrel: inhibition, phosphorylation","-|",1
"808","ARRB1","OR1J2","PPrel: inhibition, phosphorylation","-|",1
"809","ARRB1","OR2C1","PPrel: inhibition, phosphorylation","-|",1
"810","ARRB1","OR56B1","PPrel: inhibition, phosphorylation","-|",1
"811","ARRB1","OR5K2","PPrel: inhibition, phosphorylation","-|",1
"812","ARRB1","SMO","PPrel: binding/association; complex; input; reaction","-",1
"813","ARRB1","WNT3","activated by; inhibit","<-|",1
"814","ARRB2","FZD10","activated by; inhibit","<-|",1
"815","ARRB2","FZD3","activated by; inhibit","<-|",1
"816","ARRB2","OR13C4","PPrel: inhibition, phosphorylation","-|",1
"817","ARRB2","OR13D1","PPrel: inhibition, phosphorylation","-|",1
"818","ARRB2","OR1J2","PPrel: inhibition, phosphorylation","-|",1
"819","ARRB2","OR2C1","PPrel: inhibition, phosphorylation","-|",1
"820","ARRB2","OR56B1","PPrel: inhibition, phosphorylation","-|",1
"821","ARRB2","OR5K2","PPrel: inhibition, phosphorylation","-|",1
"822","ARRB2","RELA","complex; input","-",1
"823","ARRB2","ROR2","activate","->",1
"824","ARRB2","SMO","PPrel: binding/association; complex; input; reaction","-",1
"825","ARRB2","WNT3","activated by; inhibit","<-|",1
"826","ARTN","DOK1","complex; input","-",1
"827","ARTN","DOK2","complex; input","-",1
"828","ARTN","DOK4","complex; input","-",1
"829","ARTN","DOK5","complex; input","-",1
"830","ARTN","DOK6","complex; input","-",1
"831","ARTN","FRS2","complex; input","-",1
"832","ARTN","GAB1","complex; input","-",1
"833","ARTN","GAB2","complex; input","-",1
"834","ARTN","GFRA1","complex; input","-",1
"835","ARTN","GFRA3","complex; input","-",1
"836","ARTN","GRB10","complex; input","-",1
"837","ARTN","GRB2","complex; input","-",1
"838","ARTN","GRB7","complex; input","-",1
"839","ARTN","HRAS","catalyze","->",1
"840","ARTN","IRS2","complex; input","-",1
"841","ARTN","KRAS","catalyze","->",1
"842","ARTN","MAPK7","complex; input","-",1
"843","ARTN","NCAM1","complex; input","-",1
"844","ARTN","NRAS","catalyze","->",1
"845","ARTN","PDLIM7","complex; input","-",1
"846","ARTN","PIK3CA","complex; input","-",1
"847","ARTN","PIK3CB","complex; input","-",1
"848","ARTN","PIK3CD","complex; input","-",1
"849","ARTN","PIK3R1","complex; input","-",1
"850","ARTN","PLCG1","complex; input","-",1
"851","ARTN","PRKCA","complex; input","-",1
"852","ARTN","PTPN11","complex; input","-",1
"853","ARTN","RAP1GAP","complex; input","-",1
"854","ARTN","RET","complex; input","-",1
"855","ARTN","SHANK3","complex; input","-",1
"856","ARTN","SHC1","complex; input","-",1
"857","ARTN","SHC3","complex; input","-",1
"858","ARTN","SOS1","complex; input","-",1
"859","ARTN","SRC","complex; input","-",1
"860","ASAP1","CNGA4","complex; input","-",1
"861","ASAP1","PTK2B","predicted","-",0.99
"862","ASCL3","ID1","predicted","-",0.64
"863","ASCL3","MYF5","predicted","-",0.97
"864","ASCL3","MYF6","predicted","-",0.97
"865","ASCL3","MYOD1","predicted","-",0.97
"866","ASCL3","TCF3","predicted","-",0.97
"867","ASCL4","ID2","predicted","-",0.98
"868","ASF1A","HIST1H4G","predicted","-",0.99
"869","ASF1B","HIST1H4G","predicted","-",0.66
"870","ASH2L","HOXA1","activated by","<-",1
"871","ATAD2","HIST1H4G","predicted","-",0.64
"872","ATAD2B","HIST1H4G","predicted","-",0.64
"873","ATF1","CAMK2A","PPrel: activated by, phosphorylation","<-",1
"874","ATF1","ID2","expression regulates","->",1
"875","ATF1","MYC","expression regulated by","<-",1
"876","ATF2","CAMK2A","PPrel: activated by; PPrel: activated by, phosphorylation","<-",1
"877","ATF2","CYP17A1","GErel: expression","->",1
"878","ATF2","G6PC2","GErel: expression","->",1
"879","ATF2","MAPK11","PPrel: activated by, phosphorylation; PPrel: activated, indirect effect; PPrel: phosphorylated by; activated by; catalyzed by","<-",1
"880","ATF2","NR2E1","activate; inhibited by","|->",1
"881","ATF2","RELA","complex; input","-",1
"882","ATF4","CAMK2A","PPrel: activated by; PPrel: activated by, phosphorylation; PPrel: activated, indirect effect","<-",1
"883","ATF4","CYP17A1","GErel: expression","->",1
"884","ATF4","G6PC2","GErel: expression","->",1
"885","ATF4","HLF","predicted","-",0.98
"886","ATF4","MAPK11","PPrel: activated, indirect effect","<-",1
"887","ATF4","MYC","expression regulated by","<-",1
"888","ATF6","MAPK11","activated by","<-",1
"889","ATF6B","CAMK2A","PPrel: activated by; PPrel: activated by, phosphorylation","<-",1
"890","ATF6B","CYP17A1","GErel: expression","->",1
"891","ATF6B","MAPK11","PPrel: activated, indirect effect","<-",1
"892","ATG12","VDAC1","complex; input","-",1
"893","ATG16L1","IRGM","predicted","-",0.64
"894","ATG5","BCL2L1","predicted","-",0.64
"895","ATG5","IRGM","predicted","-",0.64
"896","ATG5","VDAC1","complex; input","-",1
"897","ATM","RRM1","predicted","-",0.64
"898","ATM","ZNF420","catalyze","->",1
"899","ATN1","NR2E1","predicted","-",1
"900","ATP1A2","VDAC1","predicted","-",0.64
"901","ATP1B3","VDAC1","predicted","-",0.58
"902","ATP2A1","CAMK2A","activated by","<-",1
"903","ATP2A2","CAMK2A","activated by","<-",1
"904","ATP2A3","CAMK2A","activated by","<-",1
"905","ATP6AP1","ATP6V1G2","complex; input","-",1
"906","ATP6V0A1","ATP6V1G2","complex","-",1
"907","ATP6V0A2","ATP6V1G2","complex","-",1
"908","ATP6V0A4","ATP6V1G2","complex","-",1
"909","ATP6V0B","ATP6V1G2","complex","-",1
"910","ATP6V0C","ATP6V1G2","complex","-",1
"911","ATP6V0D1","ATP6V1G2","complex","-",1
"912","ATP6V0D2","ATP6V1G2","complex","-",1
"913","ATP6V0E1","ATP6V1G2","complex","-",1
"914","ATP6V0E2","ATP6V1G2","complex","-",1
"915","ATP6V1A","ATP6V1G2","complex","-",1
"916","ATP6V1A","VDAC1","predicted","-",0.78
"917","ATP6V1B1","ATP6V1G2","complex","-",1
"918","ATP6V1B2","ATP6V1G2","complex","-",1
"919","ATP6V1C1","ATP6V1G2","complex","-",1
"920","ATP6V1C2","ATP6V1G2","complex","-",1
"921","ATP6V1D","ATP6V1G2","complex","-",1
"922","ATP6V1E1","ATP6V1G2","complex; predicted","-",1
"923","ATP6V1E2","ATP6V1G2","complex; predicted","-",1
"924","ATP6V1F","ATP6V1G2","complex","-",1
"925","ATP6V1G2","ATP6V1H","complex","-",1
"926","ATP6V1G2","DEPDC5","activated by; inhibited by","-",1
"927","ATP6V1G2","EGFR","PPrel: inhibition","-|",1
"928","ATP6V1G2","FLCN","activated by","<-",1
"929","ATP6V1G2","FNIP1","activated by","<-",1
"930","ATP6V1G2","FNIP2","activated by","<-",1
"931","ATP6V1G2","ITFG2","activated by; inhibited by","-",1
"932","ATP6V1G2","KPTN","activated by; inhibited by","-",1
"933","ATP6V1G2","MIOS","activated by; inhibited by","-",1
"934","ATP6V1G2","MLST8","complex; input","-",1
"935","ATP6V1G2","MTOR","complex; input","-",1
"936","ATP6V1G2","NPRL2","activated by; inhibited by","-",1
"937","ATP6V1G2","NPRL3","activated by; inhibited by","-",1
"938","ATP6V1G2","RHEB","complex; input","-",1
"939","ATP6V1G2","RPTOR","complex; input","-",1
"940","ATP6V1G2","RRAGA","complex","-",1
"941","ATP6V1G2","RRAGB","complex","-",1
"942","ATP6V1G2","RRAGC","complex","-",1
"943","ATP6V1G2","RRAGD","complex","-",1
"944","ATP6V1G2","SEC13","activated by; inhibited by","-",1
