"source"	"target"	"Annotation"	"Direction"	"Score"
"ANAPC1"	"BUB3"	"PPrel: inhibited by; catalyze; catalyzed by; complex; input"	"->"	1
"ANAPC1"	"CCNB1"	"PPrel: inhibition, ubiquitination; catalyze; catalyzed by; complex; input"	"<-"	1
"ANAPC1"	"CCNB2"	"PPrel: inhibition, ubiquitination"	"-|"	1
"ANAPC1"	"CCNB3"	"PPrel: inhibition, ubiquitination"	"-|"	1
"ANAPC1"	"CCNE1"	"PPrel: inhibited by, phosphorylated by"	"|-"	1
"ANAPC1"	"CCNE2"	"PPrel: inhibited by, phosphorylated by"	"|-"	1
"ANAPC1"	"CDC14A"	"PPrel: activated by, dephosphorylation"	"<-"	1
"ANAPC1"	"CDC14B"	"PPrel: activated by, dephosphorylation"	"<-"	1
"ANAPC1"	"CDC16"	"PPrel: activated, indirect effect; catalyze; catalyzed by; complex; input"	"<->"	1
"ANAPC1"	"CDC20"	"PPrel: activated, indirect effect; catalyze; catalyzed by; complex; input; predicted"	"<->"	1
"ANAPC1"	"CDC20B"	"predicted"	"-"	0.66
"ANAPC1"	"CDC23"	"PPrel: activation, indirect effect; catalyze; catalyzed by; complex; input"	"<->"	1
"ANAPC1"	"CDC26"	"PPrel: activated, indirect effect; catalyze; catalyzed by; complex; input"	"<->"	1
"ANAPC1"	"CDC27"	"PPrel: activated, indirect effect; catalyze; catalyzed by; complex; input"	"<->"	1
"ANAPC1"	"CDC6"	"catalyze"	"->"	1
"ANAPC1"	"CDK1"	"PPrel: inhibition, ubiquitination; catalyze; catalyzed by; complex; input"	"<-"	1
"ANAPC1"	"CDK2"	"PPrel: inhibited by, phosphorylated by; catalyze; catalyzed by; complex; inhibited by; input"	"->"	1
"ANAPC1"	"CDKN1A"	"inhibited by"	"|-"	1
"ANAPC1"	"CDKN1B"	"inhibited by"	"|-"	1
"ANAPC1"	"CEBPB"	"reaction"	"-"	1
"ANAPC1"	"DKFZP762H177"	"PPrel: activation, indirect effect"	"->"	1
"ANAPC1"	"EHMT1"	"activate; complex; inhibited by; input"	"|->"	1
"ANAPC1"	"EHMT2"	"activate; complex; inhibited by; input"	"|->"	1
"ANAPC1"	"FBXO5"	"predicted"	"-"	0.64
"ANAPC1"	"FZR1"	"PPrel: activation, indirect effect; PPrel: indirect effect; complex; input; predicted"	"->"	1
"ANAPC1"	"KATNB1"	"predicted"	"-"	0.5
"ANAPC1"	"LATS2"	"predicted"	"-"	0.64
"ANAPC1"	"MAD1L1"	"PPrel: inhibited by, phosphorylated by"	"|-"	1
"ANAPC1"	"MAD2L1"	"PPrel: inhibited by; PPrel: inhibited by, phosphorylated by; catalyze; catalyzed by; complex; input"	"->"	1
"ANAPC1"	"MAD2L2"	"PPrel: inhibited by; PPrel: inhibited by, phosphorylated by"	"|-"	1
"ANAPC1"	"NEK2"	"complex; input"	"-"	1
"ANAPC1"	"NFKB1"	"reaction"	"-"	1
"ANAPC1"	"PLK1"	"catalyzed by; complex; input"	"<-"	1
"ANAPC1"	"PPP3CA"	"PPrel: activated by, dephosphorylation"	"<-"	1
"ANAPC1"	"PPP3CB"	"PPrel: activated by, dephosphorylation"	"<-"	1
"ANAPC1"	"PPP3CC"	"PPrel: activated by, dephosphorylation"	"<-"	1
"ANAPC1"	"PPP3R1"	"PPrel: activated by, dephosphorylation"	"<-"	1
"ANAPC1"	"PPP3R2"	"PPrel: activated by, dephosphorylation"	"<-"	1
"ANAPC1"	"PSMA1"	"catalyzed by"	"<-"	1
"ANAPC1"	"PSMA2"	"catalyzed by"	"<-"	1
"ANAPC1"	"PSMA3"	"catalyzed by"	"<-"	1
"ANAPC1"	"PSMA4"	"catalyzed by"	"<-"	1
"ANAPC1"	"PSMA5"	"catalyzed by"	"<-"	1
"ANAPC1"	"PSMA6"	"catalyzed by"	"<-"	1
"ANAPC1"	"PSMA7"	"catalyzed by"	"<-"	1
"ANAPC1"	"PSMA8"	"catalyzed by"	"<-"	1
"ANAPC1"	"PSMB1"	"catalyzed by"	"<-"	1
"ANAPC1"	"PSMB10"	"catalyzed by"	"<-"	1
"ANAPC1"	"PSMB11"	"catalyzed by"	"<-"	1
"ANAPC1"	"PSMB2"	"catalyzed by"	"<-"	1
"ANAPC1"	"PSMB3"	"catalyzed by"	"<-"	1
"ANAPC1"	"PSMB4"	"catalyzed by"	"<-"	1
"ANAPC1"	"PSMB5"	"catalyzed by"	"<-"	1
"ANAPC1"	"PSMB6"	"catalyzed by"	"<-"	1
"ANAPC1"	"PSMB7"	"catalyzed by"	"<-"	1
"ANAPC1"	"PSMB8"	"catalyzed by"	"<-"	1
"ANAPC1"	"PSMB9"	"catalyzed by"	"<-"	1
"ANAPC1"	"PSMC1"	"catalyzed by"	"<-"	1
"ANAPC1"	"PSMC2"	"catalyzed by"	"<-"	1
"ANAPC1"	"PSMC3"	"catalyzed by"	"<-"	1
"ANAPC1"	"PSMC4"	"catalyzed by"	"<-"	1
"ANAPC1"	"PSMC5"	"catalyzed by"	"<-"	1
"ANAPC1"	"PSMC6"	"catalyzed by"	"<-"	1
"ANAPC1"	"PSMD1"	"catalyzed by"	"<-"	1
"ANAPC1"	"PSMD10"	"catalyzed by"	"<-"	1
"ANAPC1"	"PSMD11"	"catalyzed by"	"<-"	1
"ANAPC1"	"PSMD12"	"catalyzed by"	"<-"	1
"ANAPC1"	"PSMD13"	"catalyzed by"	"<-"	1
"ANAPC1"	"PSMD14"	"catalyzed by"	"<-"	1
"ANAPC1"	"PSMD2"	"catalyzed by"	"<-"	1
"ANAPC1"	"PSMD3"	"catalyzed by"	"<-"	1
"ANAPC1"	"PSMD4"	"catalyzed by"	"<-"	1
"ANAPC1"	"PSMD5"	"catalyzed by"	"<-"	1
"ANAPC1"	"PSMD6"	"catalyzed by"	"<-"	1
"ANAPC1"	"PSMD7"	"catalyzed by"	"<-"	1
"ANAPC1"	"PSMD8"	"catalyzed by"	"<-"	1
"ANAPC1"	"PSMD9"	"catalyzed by"	"<-"	1
"ANAPC1"	"PSME1"	"catalyzed by"	"<-"	1
"ANAPC1"	"PSME2"	"catalyzed by"	"<-"	1
"ANAPC1"	"PSME3"	"catalyzed by"	"<-"	1
"ANAPC1"	"PSME4"	"catalyzed by"	"<-"	1
"ANAPC1"	"PSMF1"	"catalyzed by"	"<-"	1
"ANAPC1"	"PTTG1"	"PPrel: inhibition, ubiquitination; catalyze; complex; input"	"-"	1
"ANAPC1"	"PTTG2"	"PPrel: inhibition, ubiquitination"	"-|"	1
"ANAPC1"	"RELA"	"reaction"	"-"	1
"ANAPC1"	"RPS27A"	"catalyze; complex; input"	"->"	1
"ANAPC1"	"SEM1"	"catalyzed by"	"<-"	1
"ANAPC1"	"SKP2"	"complex"	"-"	1
"ANAPC1"	"UBA52"	"catalyze; complex; input"	"->"	1
"ANAPC1"	"UBB"	"catalyze; complex; input"	"->"	1
"ANAPC1"	"UBC"	"catalyze; complex; input"	"->"	1
"ANAPC1"	"UBE2C"	"catalyze; catalyzed by; complex; input"	"<->"	1
"ANAPC1"	"UBE2D1"	"catalyze; catalyzed by; complex; input"	"<->"	1
"ANAPC1"	"UBE2E1"	"catalyze; catalyzed by; complex; input"	"<->"	1
"ANAPC1"	"UBE2S"	"predicted"	"-"	0.64
"ANAPC1"	"USP1"	"predicted"	"-"	0.58
"ANAPC1"	"VENTX"	"activate; inhibited by"	"|->"	1
"ANAPC10"	"CDKN1B"	"inhibited by"	"|-"	1
"ANAPC10"	"MAD1L1"	"PPrel: inhibited by, phosphorylated by"	"|-"	1
"ANAPC11"	"CDKN1B"	"inhibited by"	"|-"	1
"ANAPC11"	"MAD1L1"	"PPrel: inhibited by, phosphorylated by"	"|-"	1
"ANAPC13"	"MAD1L1"	"PPrel: inhibited by, phosphorylated by"	"|-"	1
"ANAPC15"	"CDKN1B"	"inhibited by"	"|-"	1
"ANAPC16"	"CDKN1B"	"inhibited by"	"|-"	1
"ANAPC2"	"CDKN1B"	"inhibited by"	"|-"	1
"ANAPC2"	"MAD1L1"	"PPrel: inhibited by, phosphorylated by"	"|-"	1
"ANAPC4"	"CDKN1B"	"inhibited by"	"|-"	1
"ANAPC4"	"MAD1L1"	"PPrel: inhibited by, phosphorylated by"	"|-"	1
"ANAPC5"	"CDKN1B"	"inhibited by"	"|-"	1
"ANAPC5"	"MAD1L1"	"PPrel: inhibited by, phosphorylated by"	"|-"	1
"ANAPC7"	"CDKN1B"	"inhibited by"	"|-"	1
"ANAPC7"	"MAD1L1"	"PPrel: inhibited by, phosphorylated by"	"|-"	1
"ANAPC7"	"PTEN"	"predicted"	"-"	0.77
"ANG"	"PTEN"	"predicted"	"-"	0.64
"ANGPT1"	"FN1"	"activated by"	"<-"	1
"ANGPT1"	"KIT"	"PPrel: activation"	"->"	1
"ANGPT2"	"KIT"	"PPrel: activation"	"->"	1
"ANGPT4"	"KIT"	"PPrel: activation"	"->"	1
"ANK1"	"CD59"	"complex; input"	"-"	1
"ANK1"	"KDELR1"	"complex; input"	"-"	1
"ANK1"	"SPTB"	"complex; input"	"-"	1
"ANK2"	"CD59"	"complex; input"	"-"	1
"ANK2"	"KDELR1"	"complex; input"	"-"	1
"ANK2"	"OBSCN"	"predicted"	"-"	0.64
"ANK2"	"SPTB"	"complex; input"	"-"	1
"ANK3"	"CD59"	"complex; input"	"-"	1
"ANK3"	"KDELR1"	"complex; input"	"-"	1
"ANK3"	"SPTB"	"complex; input"	"-"	1
"ANKLE2"	"PPP2CA"	"activate"	"->"	1
"ANKRD17"	"DDX58"	"predicted"	"-"	0.64
"ANO6"	"CLCA1"	"activated by"	"<-"	1
"ANO6"	"CLCA2"	"activated by"	"<-"	1
"ANO6"	"CLCA3P"	"activated by"	"<-"	1
"ANO6"	"CLCA4"	"activated by"	"<-"	1
"ANO6"	"P2RX7"	"predicted"	"-"	0.64
"ANO6"	"SLC8A1"	"predicted"	"-"	0.64
"ANTXR1"	"ANTXR2"	"input"	"-"	1
"ANTXR2"	"FURIN"	"catalyzed by"	"<-"	1
"ANTXR2"	"LRP6"	"predicted"	"-"	0.64
"ANTXR2"	"PDCD6IP"	"activated by"	"<-"	1
"ANXA1"	"SRC"	"predicted"	"-"	0.64
"ANXA2"	"PTEN"	"predicted"	"-"	0.64
"ANXA2"	"SRC"	"predicted"	"-"	0.64
"AOX1"	"SP3"	"expression regulated by"	"<-"	1
"AP1B1"	"HLA-DPA1"	"complex; input"	"-"	1
"AP1B1"	"HLA-DRB5"	"complex; input"	"-"	1
"AP1G1"	"HLA-DPA1"	"complex; input"	"-"	1
"AP1G1"	"HLA-DRB5"	"complex; input"	"-"	1
"AP1M1"	"HLA-DPA1"	"complex; input"	"-"	1
"AP1M1"	"HLA-DRB5"	"complex; input"	"-"	1
"AP1M2"	"HLA-DPA1"	"complex; input"	"-"	1
"AP1M2"	"HLA-DRB5"	"complex; input"	"-"	1
"AP1S1"	"HLA-DPA1"	"complex; input"	"-"	1
"AP1S1"	"HLA-DRB5"	"complex; input"	"-"	1
"AP1S2"	"HLA-DPA1"	"complex; input"	"-"	1
"AP1S2"	"HLA-DRB5"	"complex; input"	"-"	1
"AP1S3"	"HLA-DPA1"	"complex; input"	"-"	1
"AP1S3"	"HLA-DRB5"	"complex; input"	"-"	1
"AP2A1"	"ARPC1A"	"complex; input"	"-"	1
"AP2A1"	"EPN1"	"complex; inhibited by; input"	"|-"	1
"AP2A1"	"HLA-DPA1"	"complex; input"	"-"	1
"AP2A1"	"HLA-DRB5"	"complex; input"	"-"	1
"AP2A1"	"RPS6KA5"	"catalyzed by; complex; input"	"<-"	1
"AP2A1"	"TF"	"complex; input"	"-"	1
"AP2A2"	"ARPC1A"	"complex; input"	"-"	1
"AP2A2"	"EPN1"	"complex; inhibited by; input"	"|-"	1
"AP2A2"	"HLA-DPA1"	"complex; input"	"-"	1
"AP2A2"	"HLA-DRB5"	"complex; input"	"-"	1
"AP2A2"	"RPS6KA5"	"catalyzed by; complex; input"	"<-"	1
"AP2A2"	"TF"	"complex; input"	"-"	1
"AP2B1"	"ARPC1A"	"complex; input"	"-"	1
"AP2B1"	"EPN1"	"complex; inhibited by; input"	"|-"	1
"AP2B1"	"HLA-DPA1"	"complex; input"	"-"	1
"AP2B1"	"HLA-DRB5"	"complex; input"	"-"	1
"AP2B1"	"RPS6KA5"	"catalyzed by; complex; input"	"<-"	1
"AP2B1"	"TF"	"complex; input"	"-"	1
"AP2M1"	"ARPC1A"	"complex; input"	"-"	1
"AP2M1"	"EPN1"	"complex; inhibited by; input; reaction"	"|-"	1
"AP2M1"	"HLA-DPA1"	"complex; input"	"-"	1
"AP2M1"	"HLA-DRB5"	"complex; input"	"-"	1
"AP2M1"	"RPS6KA5"	"catalyzed by; complex; input"	"<-"	1
"AP2M1"	"TF"	"complex; input"	"-"	1
"AP2S1"	"ARPC1A"	"complex; input"	"-"	1
"AP2S1"	"EPN1"	"complex; inhibited by; input"	"|-"	1
"AP2S1"	"HLA-DPA1"	"complex; input"	"-"	1
"AP2S1"	"HLA-DRB5"	"complex; input"	"-"	1
"AP2S1"	"RPS6KA5"	"catalyzed by; complex; input"	"<-"	1
"AP2S1"	"TF"	"complex; input"	"-"	1
"AP5B1"	"AP5M1"	"predicted"	"-"	0.64
"AP5B1"	"AP5S1"	"predicted"	"-"	0.64
"AP5B1"	"AP5Z1"	"predicted"	"-"	0.64
"APBB1IP"	"FN1"	"complex; input"	"-"	1
"APBB1IP"	"SRC"	"catalyzed by; complex; input"	"<-"	1
"APC"	"CSNK1G2"	"catalyzed by; complex"	"<-"	1
"APC"	"PPP2CA"	"complex; input"	"-"	1
"APC"	"PPP2R5E"	"complex; input"	"-"	1
"APC"	"PXN"	"predicted"	"-"	0.99
"APC"	"TGFB1"	"predicted"	"-"	0.64
"APC2"	"CSNK1G2"	"catalyzed by; complex"	"<-"	1
"APC2"	"PPP2CA"	"complex; input"	"-"	1
"APC2"	"PPP2R5E"	"complex; input"	"-"	1
"APEX1"	"LGALS1"	"predicted"	"-"	0.64
"APLNR"	"JAK2"	"predicted"	"-"	0.54
"APOA1"	"KRT1"	"predicted"	"-"	0.64
"APOA1"	"SP3"	"expression regulated by"	"<-"	1
"APOA2"	"NFIC"	"expression regulated by"	"<-"	1
"APOB"	"ARPC1A"	"complex; input"	"-"	1
"APOE"	"HP"	"predicted"	"-"	0.64
"APP"	"CSNK1G2"	"predicted"	"-"	0.64
"APP"	"DYRK1A"	"predicted"	"-"	0.64
"APP"	"KLC4"	"complex; input"	"-"	1
"APP"	"POU2F2"	"expression regulated by"	"<-"	1
"APP"	"TGFB1"	"predicted"	"-"	0.64
"AQP2"	"PRKACB"	"PPrel: activated by, phosphorylation; catalyzed by"	"<-"	1
"AQR"	"GTF2H2"	"complex; input"	"-"	1
"AQR"	"NCBP2"	"complex; input"	"-"	1
"AQR"	"SLU7"	"input"	"-"	1
"AR"	"PRKACB"	"ECrel: compound"	"-"	1
"AR"	"PTEN"	"predicted"	"-"	0.64
"AR"	"SLC30A9"	"predicted"	"-"	0.54
"AR"	"SRC"	"activate; complex; input"	"->"	1
"ARAF"	"MAP2K4"	"catalyze"	"->"	1
"ARAF"	"PRKACB"	"PPrel: inhibited by, phosphorylated by"	"|-"	1
"ARCN1"	"CD59"	"complex; input"	"-"	1
"ARCN1"	"KDELR1"	"complex; input"	"-"	1
"ARCN1"	"SPTB"	"complex; input"	"-"	1
"AREG"	"ARPC1A"	"complex; input"	"-"	1
"AREG"	"EPN1"	"complex; input"	"-"	1
"AREG"	"KIT"	"PPrel: activation"	"->"	1
"AREG"	"PXN"	"catalyze"	"->"	1
"AREG"	"SRC"	"catalyze; catalyzed by"	"<->"	1
"ARF1"	"HLA-DPA1"	"complex; input"	"-"	1
"ARF1"	"HLA-DRB5"	"complex; input"	"-"	1
"ARF1"	"KDELR1"	"activated by; inhibite"	"<-|"	1
"ARF3"	"KDELR1"	"predicted"	"-"	0.56
"ARF4"	"CD59"	"complex; input"	"-"	1
"ARF4"	"KDELR1"	"complex; input"	"-"	1
"ARF4"	"LGALS1"	"predicted"	"-"	0.64
"ARF4"	"PTEN"	"predicted"	"-"	0.64
"ARF4"	"SPTB"	"complex; input"	"-"	1
"ARF5"	"KDELR1"	"predicted"	"-"	0.56
"ARF6"	"PXN"	"inhibited by"	"|-"	1
"ARF6"	"SRC"	"activated by"	"<-"	1
"ARFGAP1"	"CD59"	"complex; input"	"-"	1
"ARFGAP1"	"KDELR1"	"complex; inhibite; input"	"-|"	1
"ARFGAP1"	"SPTB"	"complex; input"	"-"	1
"ARFGAP2"	"CD59"	"complex; input"	"-"	1
"ARFGAP2"	"KDELR1"	"complex; input"	"-"	1
"ARFGAP2"	"SPTB"	"complex; input"	"-"	1
"ARFGAP3"	"CD59"	"complex; input"	"-"	1
"ARFGAP3"	"KDELR1"	"complex; input"	"-"	1
"ARFGAP3"	"SPTB"	"complex; input"	"-"	1
"ARG1"	"NFIC"	"expression regulated by"	"<-"	1
"ARHGAP18"	"CDC42"	"catalyze"	"->"	1
"ARHGAP18"	"RAC1"	"catalyze"	"->"	1
"ARHGAP18"	"RAC2"	"catalyze"	"->"	1
"ARHGAP18"	"RAC3"	"catalyze"	"->"	1
"ARHGAP18"	"RHOA"	"catalyze"	"->"	1
"ARHGAP18"	"RHOB"	"catalyze"	"->"	1
"ARHGAP18"	"RHOBTB1"	"catalyze"	"->"	1
"ARHGAP18"	"RHOBTB2"	"catalyze"	"->"	1
"ARHGAP18"	"RHOC"	"catalyze"	"->"	1
"ARHGAP18"	"RHOD"	"catalyze"	"->"	1
"ARHGAP18"	"RHOF"	"catalyze"	"->"	1
"ARHGAP18"	"RHOG"	"catalyze"	"->"	1
"ARHGAP18"	"RHOH"	"catalyze"	"->"	1
"ARHGAP18"	"RHOJ"	"catalyze"	"->"	1
"ARHGAP18"	"RHOQ"	"catalyze"	"->"	1
"ARHGAP18"	"RHOT1"	"catalyze"	"->"	1
"ARHGAP18"	"RHOT2"	"catalyze"	"->"	1
"ARHGAP18"	"RHOU"	"catalyze"	"->"	1
"ARHGAP18"	"RHOV"	"catalyze"	"->"	1
"ARHGAP22"	"VEZF1"	"predicted"	"-"	0.54
"ARHGAP24"	"VEZF1"	"predicted"	"-"	0.54
"ARHGAP35"	"SRC"	"PPrel: activated by, phosphorylation; PPrel: phosphorylated by; complex; input"	"<-"	1
"ARHGAP5"	"SRC"	"PPrel: phosphorylated by"	"<-"	1
"ARHGDIA"	"CDKN1B"	"predicted"	"-"	0.64
"ARHGDIA"	"PRKACB"	"PPrel: activated by"	"<-"	1
"ARHGDIB"	"HLA-DPA1"	"predicted"	"-"	0.59
"ARHGDIB"	"PRKACB"	"PPrel: activated by"	"<-"	1
"ARHGDIG"	"PRKACB"	"PPrel: activated by"	"<-"	1
"ARHGEF1"	"CDKN1B"	"activate; inhibited by"	"|->"	1
"ARHGEF1"	"SRC"	"PPrel: activated by"	"<-"	1
"ARHGEF12"	"SRC"	"PPrel: activated by"	"<-"	1
"ARHGEF16"	"ELMO2"	"predicted"	"-"	0.64
"ARHGEF18"	"TGFB1"	"complex; input"	"-"	1
"ARHGEF2"	"TUBB3"	"PPrel: dissociation"	"-"	1
"ARHGEF28"	"SRC"	"PPrel: activated by"	"<-"	1
"ARHGEF5"	"SRC"	"predicted"	"-"	0.97
"ARHGEF6"	"JAK2"	"complex"	"-"	1
"ARHGEF7"	"JAK2"	"complex"	"-"	1
"ARHGEF7"	"PXN"	"PPrel: activated by; complex; input"	"<-"	1
"ARHGEF7"	"SRC"	"PPrel: activated by, phosphorylation; activated by; complex; input"	"<-"	1
"ARID4A"	"ARID4B"	"complex"	"-"	1
"ARID4A"	"BRMS1"	"complex"	"-"	1
"ARID4A"	"DEDD"	"predicted"	"-"	0.64
"ARID4A"	"FOS"	"expression regulated by"	"<-"	1
"ARID4A"	"HDAC1"	"complex"	"-"	1
"ARID4A"	"HDAC2"	"complex"	"-"	1
"ARID4A"	"IRF3"	"expression regulated by"	"<-"	1
"ARID4A"	"NFYB"	"expression regulated by"	"<-"	1
"ARID4A"	"RB1"	"predicted"	"-"	0.64
"ARID4A"	"RBBP4"	"complex"	"-"	1
"ARID4A"	"RBBP7"	"complex"	"-"	1
"ARID4A"	"SAP18"	"complex"	"-"	1
"ARID4A"	"SAP30"	"complex"	"-"	1
"ARID4A"	"SAP30L"	"complex"	"-"	1
"ARID4A"	"SP1"	"expression regulated by"	"<-"	1
"ARID4A"	"SUDS3"	"complex"	"-"	1
"ARID4A"	"TBK1"	"predicted"	"-"	0.65
"ARID4B"	"MED23"	"predicted"	"-"	0.65
"ARID4B"	"SP3"	"predicted"	"-"	0.65
"ARID5B"	"PHF2"	"complex"	"-"	1
"ARIH1"	"JAK1"	"catalyze; input"	"->"	1
"ARIH1"	"UBE2L6"	"complex; input"	"-"	1
"ARIH2"	"UBE2L6"	"predicted"	"-"	0.64
"ARL13B"	"VPS37A"	"activated by"	"<-"	1
"ARL2"	"PPP2CA"	"predicted"	"-"	0.78
"ARL2"	"TUBB3"	"inhibit"	"-|"	1
"ARNT"	"CDKN1B"	"GErel: expression"	"->"	1
"ARNT"	"PDK1"	"GErel: expression"	"->"	1
"ARNT"	"TF"	"GErel: expression"	"->"	1
"ARPC1A"	"ARPC1B"	"complex"	"-"	1
"ARPC1A"	"ARPC2"	"complex; predicted"	"-"	1
"ARPC1A"	"ARPC3"	"complex; predicted"	"-"	1
"ARPC1A"	"ARPC4"	"complex; predicted"	"-"	1
"ARPC1A"	"ARPC4-TTLL3"	"predicted"	"-"	0.98
"ARPC1A"	"ARPC5"	"complex"	"-"	1
"ARPC1A"	"ARPC5L"	"predicted"	"-"	0.98
"ARPC1A"	"ARRB1"	"complex; input"	"-"	1
"ARPC1A"	"ARRB2"	"complex; input"	"-"	1
"ARPC1A"	"AVP"	"complex; input"	"-"	1
"ARPC1A"	"AVPR2"	"complex; input"	"-"	1
"ARPC1A"	"BAIAP2"	"complex; input"	"-"	1
"ARPC1A"	"BIN1"	"complex; input"	"-"	1
"ARPC1A"	"BRK1"	"PPrel: activated by; complex; input"	"<-"	1
"ARPC1A"	"BTC"	"complex; input"	"-"	1
"ARPC1A"	"CAPZA1"	"predicted"	"-"	0.56
"ARPC1A"	"CAPZA2"	"predicted"	"-"	0.98
"ARPC1A"	"CAPZA3"	"predicted"	"-"	0.56
"ARPC1A"	"CAPZB"	"predicted"	"-"	0.99
"ARPC1A"	"CBL"	"complex; input"	"-"	1
"ARPC1A"	"CD247"	"input"	"-"	1
"ARPC1A"	"CD3D"	"complex; input"	"-"	1
"ARPC1A"	"CD3G"	"complex; input"	"-"	1
"ARPC1A"	"CD4"	"complex; input"	"-"	1
"ARPC1A"	"CDC42"	"PPrel: activated, indirect effect; complex; input"	"<-"	1
"ARPC1A"	"CFTR"	"complex; input"	"-"	1
"ARPC1A"	"CHRM2"	"complex; input"	"-"	1
"ARPC1A"	"CLTA"	"complex; input"	"-"	1
"ARPC1A"	"CLTB"	"complex; input"	"-"	1
"ARPC1A"	"CLTC"	"complex; input"	"-"	1
"ARPC1A"	"CLTCL1"	"complex; input"	"-"	1
"ARPC1A"	"CTTN"	"PPrel: activated by; complex; input"	"<-"	1
"ARPC1A"	"CYFIP1"	"PPrel: activated by; complex; input"	"<-"	1
"ARPC1A"	"CYFIP2"	"PPrel: activated by; complex; input"	"<-"	1
"ARPC1A"	"DAB2"	"complex; input"	"-"	1
"ARPC1A"	"DNAJC6"	"complex; input"	"-"	1
"ARPC1A"	"DNM2"	"complex; input"	"-"	1
"ARPC1A"	"DVL2"	"complex; input"	"-"	1
"ARPC1A"	"EGF"	"complex; input"	"-"	1
"ARPC1A"	"EGFR"	"complex; input"	"-"	1
"ARPC1A"	"EPGN"	"complex; input"	"-"	1
"ARPC1A"	"EPN1"	"complex; input"	"-"	1
"ARPC1A"	"EPN2"	"complex; input"	"-"	1
"ARPC1A"	"EPS15"	"complex; input"	"-"	1
"ARPC1A"	"EPS15L1"	"complex; input"	"-"	1
"ARPC1A"	"EREG"	"complex; input"	"-"	1
"ARPC1A"	"FCGR1A"	"input"	"-"	1
"ARPC1A"	"FCGR2A"	"input"	"-"	1
"ARPC1A"	"FCGR3A"	"input"	"-"	1
"ARPC1A"	"FNBP1"	"complex; input"	"-"	1
"ARPC1A"	"FNBP1L"	"complex; input"	"-"	1
"ARPC1A"	"FZD4"	"complex; input"	"-"	1
"ARPC1A"	"GAK"	"complex; input"	"-"	1
"ARPC1A"	"GAPVD1"	"complex; input"	"-"	1
"ARPC1A"	"GRB2"	"complex; input"	"-"	1
"ARPC1A"	"HBEGF"	"complex; input"	"-"	1
"ARPC1A"	"HCLS1"	"PPrel: activated by"	"<-"	1
"ARPC1A"	"HEL-S-275"	"complex; reaction"	"-"	1
"ARPC1A"	"HGS"	"complex; input"	"-"	1
"ARPC1A"	"HIP1"	"complex; input"	"-"	1
"ARPC1A"	"HIP1R"	"complex; input"	"-"	1
"ARPC1A"	"HSPA8"	"complex; input"	"-"	1
"ARPC1A"	"HTT"	"catalyzed by"	"<-"	1
"ARPC1A"	"IGF2R"	"complex; input"	"-"	1
"ARPC1A"	"IGHG1"	"input"	"-"	1
"ARPC1A"	"IGHG2"	"input"	"-"	1
"ARPC1A"	"IGHG3"	"input"	"-"	1
"ARPC1A"	"IGHG4"	"input"	"-"	1
"ARPC1A"	"IGHV"	"input"	"-"	1
"ARPC1A"	"IGHV1-2"	"input"	"-"	1
"ARPC1A"	"IGHV1-46"	"input"	"-"	1
"ARPC1A"	"IGHV1-69"	"input"	"-"	1
"ARPC1A"	"IGHV2-5"	"input"	"-"	1
"ARPC1A"	"IGHV2-70"	"input"	"-"	1
"ARPC1A"	"IGHV3-11"	"input"	"-"	1
"ARPC1A"	"IGHV3-13"	"input"	"-"	1
"ARPC1A"	"IGHV3-23"	"input"	"-"	1
"ARPC1A"	"IGHV3-30"	"input"	"-"	1
"ARPC1A"	"IGHV3-33"	"input"	"-"	1
"ARPC1A"	"IGHV3-48"	"input"	"-"	1
"ARPC1A"	"IGHV3-53"	"input"	"-"	1
"ARPC1A"	"IGHV3-7"	"input"	"-"	1
"ARPC1A"	"IGHV3-9"	"input"	"-"	1
"ARPC1A"	"IGHV4-34"	"input"	"-"	1
"ARPC1A"	"IGHV4-39"	"input"	"-"	1
"ARPC1A"	"IGHV4-59"	"input"	"-"	1
"ARPC1A"	"IGHV7-81"	"input"	"-"	1
"ARPC1A"	"IGKC"	"input"	"-"	1
"ARPC1A"	"IGKV1-12"	"input"	"-"	1
"ARPC1A"	"IGKV1-16"	"input"	"-"	1
"ARPC1A"	"IGKV1-17"	"input"	"-"	1
"ARPC1A"	"IGKV1-33"	"input"	"-"	1
"ARPC1A"	"IGKV1-39"	"input"	"-"	1
"ARPC1A"	"IGKV1-5"	"input"	"-"	1
"ARPC1A"	"IGKV1D-12"	"input"	"-"	1
"ARPC1A"	"IGKV1D-16"	"input"	"-"	1
"ARPC1A"	"IGKV2-29"	"input"	"-"	1
"ARPC1A"	"IGKV2-30"	"input"	"-"	1
"ARPC1A"	"IGKV2D-28"	"input"	"-"	1
"ARPC1A"	"IGKV2D-30"	"input"	"-"	1
"ARPC1A"	"IGKV2D-40"	"input"	"-"	1
"ARPC1A"	"IGKV3-11"	"input"	"-"	1
"ARPC1A"	"IGKV3-15"	"input"	"-"	1
"ARPC1A"	"IGKV3-20"	"input"	"-"	1
"ARPC1A"	"IGKV3D-20"	"input"	"-"	1
"ARPC1A"	"IGKV4-1"	"input"	"-"	1
"ARPC1A"	"IGKV5-2"	"input"	"-"	1
"ARPC1A"	"IGLC1"	"input"	"-"	1
"ARPC1A"	"IGLC2"	"input"	"-"	1
"ARPC1A"	"IGLC3"	"input"	"-"	1
