name	Mutations_of_interest_vs_CD34_diff	Mutations_of_interest_vs_CD34_p.val	ProteinDescriptions
CHAF1A	-0.792823512313783	0.0341875701099296	Chromatin assembly factor 1 subunit A
CHAF1B	-0.911186701551596	0.00800961279339759	Chromatin assembly factor 1 subunit B
CHAMP1	-0.583233948717943	0.0135663219189717	Chromosome alignment-maintaining phosphoprotein 1
CHCHD3	-0.915471743589762	6.61679541809325e-05	MICOS complex subunit MIC19
CHCHD4	-0.698367846153847	0.00262958339761219	Mitochondrial intermembrane space import and assembly protein 40
CHD3	-2.29442960258767	5.81623926993147e-08	Chromodomain-helicase-DNA-binding protein 3
CHKB	3.51618757551087	9.5411921849352e-08	Choline/ethanolamine kinase
CHMP2A	0.723848528940184	0.018241047604604	Charged multivesicular body protein 2a
CHMP4A	-1.69398410256411	2.87893669687529e-08	Charged multivesicular body protein 4a
CHMP6	-0.964867692307706	0.00020362471404577	Charged multivesicular body protein 6
CHMP7	-1.04770051282052	0.000213931801782715	Charged multivesicular body protein 7
CHORDC1	-1.03728097435898	0.000603306109336055	Cysteine and histidine-rich domain-containing protein 1
CHP1	-0.629548512820509	0.0551594638680195	Calcineurin B homologous protein 1
CHTF18	-0.882274861059095	0.00944228776928332	Chromosome transmission fidelity protein 18 homolog
CHTOP	-1.04599415384615	0.013394243314777	Chromatin target of PRMT1 protein
CIAO1	-0.981497179487192	1.57346665287776e-07	Probable cytosolic iron-sulfur protein assembly protein CIAO1
CIAPIN1	-1.22943451282052	9.78635403253026e-07	Anamorsin
CIRH1A	-0.637261491972531	0.0392073488564988	Cirhin
CKAP5	-1.18896466666667	1.78192236690198e-08	Cytoskeleton-associated protein 5
CLASP1	-0.916456820512826	0.000311178699639826	CLIP-associating protein 1
CLCC1	-1.27494064517171	7.1754748718523e-06	Chloride channel CLIC-like protein 1
CLIC1	1.2085123076923	1.34333273388812e-05	Chloride intracellular channel protein 1
CLIC2	-1.13010398054835	0.0387477451915738	Chloride intracellular channel protein 2
CLINT1	-0.408858205128205	0.0292971345598267	Clathrin interactor 1
CLIP1	2.2921900270162	0.000539837464943462	CAP-Gly domain-containing linker protein 1
CLNS1A	-0.847848885089498	0.0487015409163223	Methylosome subunit pICln
CLPB	0.521215948717934	0.0613339884771595	Caseinolytic peptidase B protein homolog
CLPP	0.627306318248163	0.0167125385790349	ATP-dependent Clp protease proteolytic subunit, mitochondrial
CLPTM1	0.706251743589743	0.0182528326249635	Cleft lip and palate transmembrane protein 1
CLPX	-0.593022410256413	0.0130176814580361	ATP-dependent Clp protease ATP-binding subunit clpX-like, mitochondrial
CLTB	-1.49197292307693	9.74829256528738e-06	Clathrin light chain B
CLTC	-0.726971538461555	8.92843969749025e-05	Clathrin heavy chain 1
CLU	1.68907950336748	0.00933152711269352	Clusterin
CLUH	-1.10211225641026	0.000317139372354235	Clustered mitochondria protein homolog
CMBL	-1.32839882051282	0.0185657138184017	Carboxymethylenebutenolidase homolog
CMPK1	-0.518919999999998	0.0454885168882871	UMP-CMP kinase
CMTM3	1.2060748249827	0.000441174485053038	CKLF-like MARVEL transmembrane domain-containing protein 3
CMTR1	-0.989240427676663	2.06170974841193e-05	Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 1
CNDP2	-1.7504735897436	3.37809407015145e-07	Cytosolic non-specific dipeptidase
CNOT10	-1.74431892307692	3.26613377497444e-16	CCR4-NOT transcription complex subunit 10
CNOT11	-1.18053707692309	1.40054701061047e-05	CCR4-NOT transcription complex subunit 11
CNOT2	-0.791474769230776	0.00431667301657867	CCR4-NOT transcription complex subunit 2
CNOT3	-0.973035641025641	0.000283355604021613	CCR4-NOT transcription complex subunit 3
CNOT7	-1.34802128948785	0.000167947262466435	CCR4-NOT transcription complex subunit 7
CNPY4	-0.659554007636599	0.00701667995432702	Protein canopy homolog 4
COA3	-1.26879212666204	0.000794489966763633	Cytochrome c oxidase assembly factor 3 homolog, mitochondrial
COASY	-0.790987435897442	2.22484802247617e-06	Bifunctional coenzyme A synthase
COG1	-0.901073183006	0.00241065393226969	Conserved oligomeric Golgi complex subunit 1
COG2	-1.01907523076923	5.05516146489163e-05	Conserved oligomeric Golgi complex subunit 2
COIL	-1.59359779675606	0.000667671813255687	Coilin
COL1A1	-1.89220478731757	0.0168156088468708	Collagen alpha-1(I) chain
COLGALT1	-0.793836717948729	0.00658395971909336	Procollagen galactosyltransferase 1
COMMD1	-0.967991538461547	0.000434642812481551	COMM domain-containing protein 1
COMMD10	-0.739773897435903	0.00216963425642222	COMM domain-containing protein 10
COMMD2	-1.18988738461538	1.67938650409044e-07	COMM domain-containing protein 2
COMMD3	-0.76483044692722	0.0272759547172792	COMM domain-containing protein 3
COMMD3-BMI1	-0.874004000000005	9.62820162269637e-05	Protein COMMD3-BMI1
COMMD4	-1.30517723076923	4.48309501829582e-11	COMM domain-containing protein 4
COMMD5	-1.98313496052586	2.86567668213131e-07	COMM domain-containing protein 5
COMMD7	-1.34947533333334	8.69881238395764e-08	COMM domain-containing protein 7
COMMD8	-1.23872517948718	6.44292176648434e-05	COMM domain-containing protein 8
COMMD9	-1.14530112820514	4.12789239162924e-06	COMM domain-containing protein 9
COPA	-0.555274205128217	0.000189680703243874	Coatomer subunit alpha
COPB2	-0.513680871794872	0.00202990656630276	Coatomer subunit beta'
COPE	-0.659399897435904	0.0137469027482655	Coatomer subunit epsilon
COPS2	-0.803884102564105	0.000214618878890054	COP9 signalosome complex subunit 2
COPS3	-1.21992748717949	9.11914608552369e-09	COP9 signalosome complex subunit 3
COPS5	-1.18386466666667	2.60482965829122e-08	COP9 signalosome complex subunit 5
COPS7A	-0.731836366697207	0.0316533305721687	COP9 signalosome complex subunit 7a
COPZ1	-0.77539246153847	0.0139733845160352	Coatomer subunit zeta-1
COQ6	-1.78911736158088	3.30974520602049e-09	Ubiquinone biosynthesis monooxygenase COQ6, mitochondrial
COQ9	0.558572512820504	0.0335418616377381	Ubiquinone biosynthesis protein COQ9, mitochondrial
CORO1A	1.29147533333333	0.000171205446175375	Coronin-1A
CORO1C	-0.923427897435896	0.00756579275960289	Coronin-1C
CORO7	-0.440195333333335	0.0772684765313337	Coronin-7
COX17	0.617867743589741	0.0339994758609133	Cytochrome c oxidase copper chaperone
COX5A	0.816742051282045	1.79429946420345e-05	Cytochrome c oxidase subunit 5A, mitochondrial
COX5B	0.697615589743585	0.00850124566566144	Cytochrome c oxidase subunit 5B, mitochondrial
COX6C	1.52143846153845	8.22276103347931e-13	Cytochrome c oxidase subunit 6C
COX7A2L	-0.631103948717954	0.0160338853856223	Cytochrome c oxidase subunit 7A-related protein, mitochondrial
CPD	-1.11535224693446	0.01081429928954	Carboxypeptidase D
CPNE1	-0.464650512820519	0.0733962201849934	Copine-1
CPOX	0.826638153846147	0.0399834086287716	Oxygen-dependent coproporphyrinogen-III oxidase, mitochondrial
CPPED1	-0.950008153846163	0.0271860023838226	Serine/threonine-protein phosphatase CPPED1
CPQ	-0.704184148911674	0.0550450417450966	Carboxypeptidase Q
CPSF1	-0.589199333333337	0.000770992401671547	Cleavage and polyadenylation specificity factor subunit 1
CPSF2	-0.379553897435905	0.0260780907167618	Cleavage and polyadenylation specificity factor subunit 2
CPSF3	-0.470195179487186	0.0434365564372679	Cleavage and polyadenylation specificity factor subunit 3
CPSF3L	-0.845799364402627	0.0473869363042321	Integrator complex subunit 11
CPSF7	-0.391743487179497	0.0232430378282099	Cleavage and polyadenylation specificity factor subunit 7
CPVL	-1.95918389743591	0.00151544494296526	Probable serine carboxypeptidase CPVL
CRIP1	1.30280779487179	0.00970842288118507	Cysteine-rich protein 1
CRLF3	1.23261317948718	0.00366350845410598	Cytokine receptor-like factor 3
CRNKL1	-0.58592928205128	0.00458624382451469	Crooked neck-like protein 1
CRTAP	-0.557327435897442	0.0299008983470766	Cartilage-associated protein
CRYL1	-0.763215128205143	0.0389870275056776	Lambda-crystallin homolog
CRYZ	-1.16954307692309	0.000678358264491196	Quinone oxidoreductase
CSDE1	-1.0473515897436	2.35983947653399e-06	Cold shock domain-containing protein E1
CSE1L	0.726092717948706	0.0160626654987266	Exportin-2
CSNK1A1	-0.803648615384619	0.00759234449444614	Casein kinase I isoform alpha
CSNK1G2	0.699698452348436	0.00142674255895467	Casein kinase I isoform gamma-2
CSNK2A1	-0.330429692307703	0.0339872657010723	Casein kinase II subunit alpha
CSNK2A2	-0.609664769230776	0.00241570323078285	Casein kinase II subunit alpha'
CSNK2B	-0.469448666666672	0.0980390439029088	Casein kinase II subunit beta
CSTA	-1.53676097435897	0.0227747029064188	Cystatin-A
CSTF1	-0.803667128205134	0.000290331847503232	Cleavage stimulation factor subunit 1
CSTF2	-0.926448153846152	1.15669058313792e-06	Cleavage stimulation factor subunit 2
CTBP1	-1.15086400000001	1.25004000559447e-08	C-terminal-binding protein 1
CTBP2	1.21912794871795	1.51133634826961e-08	C-terminal-binding protein 2
CTBS	1.09761661538461	0.000581695905469518	Di-N-acetylchitobiase
CTDP1	-1.06792205128206	1.8378020219155e-06	RNA polymerase II subunit A C-terminal domain phosphatase
CTDSPL2	-0.853218769230777	0.000351891327469655	CTD small phosphatase-like protein 2
CTNNA1	-1.53610395875101	0.000217782590172663	Catenin alpha-1
CTNNBL1	-0.62082533333334	0.0100557910958589	Beta-catenin-like protein 1
CTNND1	-2.18531358974358	3.34074005448471e-09	Catenin delta-1
CTPS1	-1.21009594871795	0.000249715705562306	CTP synthase 1
CTSD	0.784230205128203	0.00679395175854169	Cathepsin D
CTSG	-1.72959261538461	0.0967570436947176	Cathepsin G
CTSS	-0.697576102564106	0.0691721326831813	Cathepsin S
CUL1	-1.21169651282051	1.78613673628118e-06	Cullin-1
CUL2	-0.513246974358978	0.0304600651967072	Cullin-2
CUL3	-0.622324307692317	0.00458226551244891	Cullin-3
CUL4A	-0.933266923076928	5.92907293435202e-08	Cullin-4A
CUL5	-0.887563076923078	0.000639322673284812	Cullin-5
CUTA	0.713476823336556	0.0562621011960062	Protein CutA
CUTC	-0.640217538461545	0.0430853838934272	Copper homeostasis protein cutC homolog
CUX1	-4.99678984615385	8.64795248598713e-53	Homeobox protein cut-like 1
CWC15	-0.898028820512831	4.28152639877769e-05	Spliceosome-associated protein CWC15 homolog
CWF19L1	-0.350716923076916	0.0454288038131422	CWF19-like protein 1
CXXC1	-0.475190897845918	0.0692527644984601	CXXC-type zinc finger protein 1
CYB5R1	-0.482064205128207	0.0453255437103183	NADH-cytochrome b5 reductase 1
CYB5R3	1.41610574358974	3.55682018582218e-08	NADH-cytochrome b5 reductase 3
CYB5R4	-0.87168713025916	0.00845107665001032	Cytochrome b5 reductase 4
CYFIP1	0.348242717948711	0.0952157904748022	Cytoplasmic FMR1-interacting protein 1
CYFIP2	-0.935196615384621	0.0227249594064587	Cytoplasmic FMR1-interacting protein 2
DAGLB	-0.880865076923083	0.00258462793388604	Sn1-specific diacylglycerol lipase beta
DAK	0.472816256410251	0.0264153429244894	Bifunctional ATP-dependent dihydroxyacetone kinase/FAD-AMP lyase (cyclizing)
DAP	-1.5440417948718	4.94719239195666e-05	Death-associated protein 1
DAP3	-1.42350892307692	4.38983953771864e-09	28S ribosomal protein S29, mitochondrial
DARS	-0.917066102564114	4.23853557446975e-08	Aspartate--tRNA ligase, cytoplasmic
DAZAP1	-0.733766564102567	0.0813394069218759	DAZ-associated protein 1
DBI	-1.66225328205128	1.60045503319401e-06	Acyl-CoA-binding protein
DBR1	-0.833035025641033	0.00103108519999973	Lariat debranching enzyme
DBT	0.602722847047829	0.0250674364455033	Lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex, mitochondrial
DCAF11	-0.628488746262141	0.0687248340771387	DDB1- and CUL4-associated factor 11
DCAF7	-0.740678773498953	0.000593266888082722	DDB1- and CUL4-associated factor 7
DCK	-1.1860278974359	5.64936041724528e-05	Deoxycytidine kinase
DCTD	-1.11532017189704	0.0546904069694747	Deoxycytidylate deaminase
DCTN1	0.64959005128204	0.00149736361673361	Dynactin subunit 1
DCTN3	-0.83319251282051	0.000203714482323727	Dynactin subunit 3
DCTPP1	-0.847744000000009	0.00235077743539879	dCTP pyrophosphatase 1
DCUN1D1	-0.898238492410869	0.00795174785432365	DCN1-like protein 1
DCUN1D5	-1.07600871794873	0.00733113687375972	DCN1-like protein 5
DCXR	0.506004923076908	0.0313620760447641	L-xylulose reductase
DDAH2	-1.15098271794872	0.00520628047955753	N(G),N(G)-dimethylarginine dimethylaminohydrolase 2
DDB1	-0.866840153846148	6.25006024301139e-06	DNA damage-binding protein 1
DDB2	0.611107824880726	0.0872471944935555	DNA damage-binding protein 2
DDI2	-0.693090358974363	0.00506894533304162	Protein DDI1 homolog 2
DDRGK1	-0.428444717948725	0.0354709012471598	DDRGK domain-containing protein 1
DDX10	-1.23422725562616	0.000555681442061716	Probable ATP-dependent RNA helicase DDX10
DDX17	0.50335312820512	0.00839465426478091	Probable ATP-dependent RNA helicase DDX17
DDX18	0.504132153846157	0.0750197789407575	ATP-dependent RNA helicase DDX18
DDX19A	-0.637003897435893	0.00735805139400298	ATP-dependent RNA helicase DDX19A
DDX19B	-2.1360132171067	5.35487553862617e-06	ATP-dependent RNA helicase DDX19B
DDX20	-1.32838384940194	3.09236286492858e-06	Probable ATP-dependent RNA helicase DDX20
DDX21	0.855639589743582	0.00718897214308042	Nucleolar RNA helicase 2
DDX27	-0.468890615384616	0.0981968917337989	Probable ATP-dependent RNA helicase DDX27
DDX39B	0.566270410256408	0.0885173636064091	Spliceosome RNA helicase DDX39B
DDX3X	-1.56137882051282	4.47640070567519e-15	ATP-dependent RNA helicase DDX3X
DDX41	0.846254844432611	0.000143786265702649	Probable ATP-dependent RNA helicase DDX41
DDX5	0.526416153846156	0.00936465620203163	Probable ATP-dependent RNA helicase DDX5
DDX50	-2.68760225641025	6.76595977384059e-16	ATP-dependent RNA helicase DDX50
DDX51	0.538844307692299	0.0763284889964277	ATP-dependent RNA helicase DDX51
DDX56	-1.44682056410257	2.77857783495808e-08	Probable ATP-dependent RNA helicase DDX56
DDX58	1.10420232718979	0.000517993076080305	Probable ATP-dependent RNA helicase DDX58
DDX6	0.548510564102564	0.00228503350620796	Probable ATP-dependent RNA helicase DDX6
DENND1A	0.854681081633966	0.0116357435467338	DENN domain-containing protein 1A
DENND3	0.444283846637685	0.092582029947365	DENN domain-containing protein 3
DENND4A	-1.18012519595389	0.000943502117393122	C-myc promoter-binding protein
DENR	-0.805219743589749	0.00302604523695863	Density-regulated protein
DERL1	0.857136717948713	0.00485990494606984	Derlin-1
DFFA	-0.531686185321067	0.0566296845770768	DNA fragmentation factor subunit alpha
DGAT1	1.31834052289362	2.52341948924879e-05	Diacylglycerol O-acyltransferase 1
DHFR	-2.16163585535313	2.30287334179498e-05	Dihydrofolate reductase
DHRS11	-1.39249350983562	0.000485693887046233	Dehydrogenase/reductase SDR family member 11
DHRS4	-1.29117543589745	0.000332938272549537	Dehydrogenase/reductase SDR family member 4
DHRS7B	-0.585493295216345	0.0620508521714805	Dehydrogenase/reductase SDR family member 7B
DHX29	-1.01844051282052	0.0015304988903279	ATP-dependent RNA helicase DHX29
DHX36	-0.704541282051284	0.000257526243035578	ATP-dependent RNA helicase DHX36
DHX37	-0.542228769230777	0.0243224619589932	Probable ATP-dependent RNA helicase DHX37
DHX9	-0.40836753846154	0.0289258906958475	ATP-dependent RNA helicase A
DIABLO	-0.389421743589747	0.092579086749398	Diablo homolog, mitochondrial
DIAPH1	1.15783302564102	0.0001346997975851	Protein diaphanous homolog 1
DIS3	-0.407700102564108	0.0372125854503356	Exosome complex exonuclease RRP44
DIS3L2	-1.2770558974359	4.49571707188662e-05	DIS3-like exonuclease 2
DLAT	0.935719589743584	0.000460411570663112	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial
DLD	0.37734343589743	0.09665565669556	Dihydrolipoyl dehydrogenase, mitochondrial
DLST	1.09171384615383	2.88023875768104e-05	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial
DNAAF5	-1.27513097435898	0.000185640997770666	Dynein assembly factor 5, axonemal
DNAJA1	-0.856717641025654	0.000563064475067544	DnaJ homolog subfamily A member 1
DNAJB11	-1.26091625641026	4.30893975458889e-08	DnaJ homolog subfamily B member 11
DNAJB6	-1.07338323076923	5.19267623140774e-06	DnaJ homolog subfamily B member 6
DNAJC10	-1.72017140357739	1.32160786560836e-07	DnaJ homolog subfamily C member 10
DNAJC13	-0.533427999999997	0.0761598538101642	DnaJ homolog subfamily C member 13
DNAJC17	-1.04727097435897	0.000541442915982803	DnaJ homolog subfamily C member 17
DNAJC3	-0.784029509335186	0.0065305293537444	DnaJ homolog subfamily C member 3
DNAJC5	-0.777420666666671	0.045737666229751	DnaJ homolog subfamily C member 5
DNAJC7	-1.77939943589744	2.46230925981317e-15	DnaJ homolog subfamily C member 7
DNAJC9	-0.58365671794872	0.0414622331212178	DnaJ homolog subfamily C member 9
DNMT1	-0.721075692307696	0.00125437246636758	DNA (cytosine-5)-methyltransferase 1
DNPEP	-0.997248307692317	4.84175168138882e-06	Aspartyl aminopeptidase
DNPH1	-1.66384825641027	6.93555800116291e-08	2'-deoxynucleoside 5'-phosphate N-hydrolase 1
DNTTIP1	-1.25366416288747	4.29648138592806e-05	Deoxynucleotidyltransferase terminal-interacting protein 1
DOCK10	-1.89126887179488	5.6142660164977e-06	Dedicator of cytokinesis protein 10
DOCK11	0.577269179487168	0.0197246760647509	Dedicator of cytokinesis protein 11
DOCK2	-1.09492276923076	7.47618888479494e-06	Dedicator of cytokinesis protein 2
DOCK5	-0.678133763181451	0.0412879758326157	Dedicator of cytokinesis protein 5
DPF2	-0.737977897435915	0.00091073878688357	Zinc finger protein ubi-d4
DPM1	0.425043076923075	0.027833165401655	Dolichol-phosphate mannosyltransferase subunit 1
DPM3	0.552963282051287	0.0254800978664843	Dolichol-phosphate mannosyltransferase subunit 3
DPP3	-0.54849123076923	0.00386633887331978	Dipeptidyl peptidase 3
DPP7	0.947795230769223	0.00240579609838891	Dipeptidyl peptidase 2
DPP9	-0.967942306643538	0.00528238846201189	Dipeptidyl peptidase 9
DPY30	-1.05817641025642	4.22211734966203e-07	Protein dpy-30 homolog
DPYD	-0.634592923076921	0.0769846432497952	Dihydropyrimidine dehydrogenase [NADP(+)]
DPYSL2	-1.06416979487181	0.0817675363534707	Dihydropyrimidinase-related protein 2
DPYSL5	0.568524256410246	0.0420251120798622	Dihydropyrimidinase-related protein 5
DR1	-1.22706733333334	8.00678911687776e-05	Protein Dr1
DRAP1	-0.519180307692306	0.0287609641634921	Dr1-associated corepressor
DRG1	-0.582142512820511	0.00232725112733108	Developmentally-regulated GTP-binding protein 1
DRG2	-0.760823538461546	0.00406443422143562	Developmentally-regulated GTP-binding protein 2
DTD1	-1.20992682051283	0.000124608849714059	D-tyrosyl-tRNA(Tyr) deacylase 1
DTX3L	-1.13285719776615	0.00244035165354598	E3 ubiquitin-protein ligase DTX3L
